#,Questão,Alternativas,Alternativa(s) Correta(s)
1,The mission of No More Homelessness (NMH) is to help every homeless person in the best possible manner through its Experience Cloud site. NMH's site manager wants to set up search engine optimization (SEQ) to ensure NMH's public Experience Cloud site is visible to search engines.
,,A. Check whether manual sitemap refresh happens on the last day of every month.,"C,D"
,,"A. Notify the stakeholders that the number of rate rules, but not content moderation rules, exceeds the org limit.",C
,,B. Ensure that both the notify and freeze actions for all site rate rules are implemented.
,,C. Notify the stakeholders that the number of both moderation and rate rules exceeds the org limit.
,,"D. Notify the stakeholders that the number of content moderation rules, but not rate rules, exceeds the org limit."

46,Universal Containers (UC) is planning to create a portal for its global partner network. Users will be assigned a Partner Community license and a role.
,,A. Unused roles can be deleted.,"A,C"
,,"B. Once created, roles cannot be deleted."
,,"C. The default limit for the number of roles for portals is 50,000 per org."
,,D. Role Hierarchy can only be used if all objects have external OWD set to Private.

47,Cloud Kicks (CK) has a Partner Community with an External Account hierarch. The Number of Partner Roles is set to two with the roles defined as Partner Manager and partner user.
,,"A. The Partner user who created the case those in the Partner Manager role above them, and those in the Partner manager role in the Partner account",B
,,"B. The Partner user who created the case, their peers in the Partner user role, those in the Partner manager role above them, those in the Partner user role in the partner account, and those in the partner Manager role in the parent account."
,,"C. The partner user who created the case, their peers in the partner user role, those in the partner Manager role above them, and those in the Partner Manager role in the parent account."
,,"D. The partner User who created the case, those in the partner Manger role above them, those in the Partner user role in the parent account, and those in the partner manager role in the parent account."

48,The mission of No More Homelessness (NMH) is to help every homeless person in the best possible manner through its Experience Cloud site. NMH's site manager wants to set up search engine optimization (SEQ) to ensure NMH's public Experience Cloud site is visible to search engines.
,,A. Check whether manual sitemap refresh happens on the last day of every month.,"B,D"
,,B. Check whether the Experience site is public and activated. Pencil & Paper
,,C. Check whether the SEO Institute has provided the approval for the site with end date.
,,D. Check whether a custom robots.txt file to control indexing has been created.

49,Get Cloudy Consulting is implementing an equity management solution for one of its financial clients. The solution will enable the external independent financial researchers to collaborate with internal portfolio control staff in a private Chatter group.
,,A. Create a portal for external researchers and give internal staff access to the portal.,B
,,B. Create a portal for external researchers and give internal staff access to the main org.
,,C. Create a portal for external researchers and create an app for internal staff.
,,D. Give external researchers and internal staff access to the mam org.

50,Universal Containers (UC) has a B2C customer department that uses person accounts to track and manage all B?C customers. UC has set up a B2C site using Salesforce Experience Cloud. The VP of B?C business wants to enable self-registration on the portal so customers can create their own user accounts.
,,A. Create a custom self-registration page and Apex handler that creates a person account for each user self-registering on the portal.,D
,,B. Use the standard self registration configuration under Experience Workspace and leave the default Account field empty.
,,"C. Use the standard self-registration configuration under Experience Workspace that assigns users to a default business account, and then build a trigger on Account to create person accounts for each user."
,,"D. A Restrict the Account record type access to Person Account record type only for the Site Guest User, so any account created is"

51,Insightopia is planning to create a high-performance site for its partners. The Home page will feature multiple custom component that will provide insights and trends along with near real-time updates.\Which template should Insightopia consider for its site?
,,A. Help Center,D
,,B. Partner Central
,,C. Customer Account Portal
,,D. Build Your Own (LWR)

52,Cloud Kicks (CK) wants to organize content on its site so that users can easily search and brows for information.
,,A. Navigational Topics,"A,C,D"
,,B. Navigation Tree
,,C. Content Topics
,,D. Featured Topic
,,E. Content Graph

53,Northern Trail Qutfitters has a network of resellers who are Partner Community users. One of the resellers has requested that their parent company get View access to cases created by their child companies.
,,A. Manually share cases.,D
,,B. Move users who need case access to a higher level in the Role Hierarchy.
,,C. Create a Sharing Set for the Account.
,,D. Configure an External Account Hierarchy.

54,"The Salesforce Administrator at Ursa Major Solar is trying to create a partner user for their Partner Community that was built using Salesforce Experience Builder. However, the admin is not able to create it from the contact record."
,,A. The Salesforce administrator is not marked as a delegated administrator on the partner account.,"C,D"
,,B. The Salesforce Administrator is not a member of the Partner Community
,,C. The account record associated with the contact record is not enabled as a partner.
,,D. The Salesforce Administrator is not assigned a role in Salesforce.

55,What are two Salesforce recommendations for setting up partner roles in large orgs? Choose 2 answers
,,A. Create partner roles in a separate branch in your Role Hierarchy.,"A,B"
,,"B. Grant partner users access to the partner account using a Sharing Rule,"
,,C. Create partner roles in the same branch in your Role Hierarchy.
,,D. Reduce the number of roles to one to improve system performance.

56,Which three fields are required creating Experience Cloud users using Data Loader?
,,A. First Name,"A,C,D"
,,B. Currency
,,C. Role Id
,,D. Profile Id
,,E. Profile Name

57,Ursa Major Solar would like its Experience Cloud site's guest users to benefit from the suggestions that come from autocomplete on search terms.
,,"A. In the Search component property editor, open the Autocomplete section and click desired objects to appear in autocomplete. Select ""publicly available"".",A
,,"B. In the Hero component property editor, open the Search Results section and click desired objects to appear in autocomplete. Select ""publicly available""."
,,"C. In Salesforce Setup, type ""support settings"" in the quick find box. Under the Autocomplete header, select the objects to appear in autocomplete for guest users."
,,D. Use the Developer Console to add code to allow for autocomplete functionality.

